iso,region,umd_tree_cover_loss__year,umd_tree_cover_loss__ha,gfw_gross_emissions_co2e_all_gases__Mg,area_ha_total,percentage_adjusted
AFG,Afghanistan,2001,88.09271247,22268.90538,65286000,0.000134934
AFG,Afghanistan,2002,178.6403638,50016.93763,65286000,0.000273627
AFG,Afghanistan,2003,244.3362552,72753.9796,65286000,0.000374255
AFG,Afghanistan,2004,201.4449585,55078.33929,65286000,0.000308558
AFG,Afghanistan,2005,235.9568343,68037.96326,65286000,0.00036142
AFG,Afghanistan,2006,152.0845359,42909.04962,65286000,0.000232951
AFG,Afghanistan,2007,252.841662,71755.04714,65286000,0.000387283
AFG,Afghanistan,2008,107.4062482,30988.08927,65286000,0.000164517
AFG,Afghanistan,2009,70.40549692,20855.91415,65286000,0.000107842
AFG,Afghanistan,2010,87.72845281,24770.47164,65286000,0.000134376
AFG,Afghanistan,2011,112.9550622,35341.76786,65286000,0.000173016
AFG,Afghanistan,2012,39.30761566,12369.99259,65286000,6.02083E-05
AFG,Afghanistan,2013,1.451841225,379.3402186,65286000,2.22382E-06
AFG,Afghanistan,2014,2.719290471,786.5801853,65286000,4.1652E-06
AFG,Afghanistan,2018,25.70584525,7441.489996,65286000,3.93742E-05
AFG,Afghanistan,2019,17.11506676,5444.982699,65286000,2.62155E-05
AFG,Afghanistan,2020,36.58230789,13105.98244,65286000,5.60339E-05
ALB,Albania,2001,3729.021031,1333222.676,2740000,0.136095658
ALB,Albania,2002,889.5171155,337161.5685,2740000,0.032464128
ALB,Albania,2003,613.533965,192631.0004,2740000,0.022391751
ALB,Albania,2004,3236.59554,1270904.661,2740000,0.118123925
ALB,Albania,2005,694.575351,262834.3639,2740000,0.025349465
ALB,Albania,2006,962.7062924,397925.3075,2740000,0.035135266
ALB,Albania,2007,5225.026688,1489566.337,2740000,0.190694405
ALB,Albania,2008,5471.318404,1772382.669,2740000,0.199683153
ALB,Albania,2009,1337.340292,545780.6332,2740000,0.04880804
ALB,Albania,2010,655.7933438,265102.0168,2740000,0.023934064
ALB,Albania,2011,1188.248196,380639.3454,2740000,0.043366722
ALB,Albania,2012,5395.648853,2048537.747,2740000,0.196921491
ALB,Albania,2013,2570.310922,943940.6027,2740000,0.093806968
ALB,Albania,2014,1051.881716,468774.8707,2740000,0.038389844
ALB,Albania,2015,283.5747371,116080.5937,2740000,0.010349443
ALB,Albania,2016,928.4496223,351807.3193,2740000,0.033885023
ALB,Albania,2017,1689.025033,547582.992,2740000,0.061643249
ALB,Albania,2018,2048.769228,782165.6146,2740000,0.0747726
ALB,Albania,2019,1074.144611,448610.2843,2740000,0.039202358
ALB,Albania,2020,1117.787389,506810.7882,2740000,0.04079516
DZA,Algeria,2001,3468.760252,869336.7558,238174100,0.001456397
DZA,Algeria,2002,3009.833121,788396.5425,238174100,0.001263711
DZA,Algeria,2003,3831.437113,1046125.882,238174100,0.001608671
DZA,Algeria,2004,4374.159388,1157847.331,238174100,0.001836539
DZA,Algeria,2005,4469.568629,1213802.466,238174100,0.001876597
DZA,Algeria,2006,5415.394074,1510295.713,238174100,0.002273712
DZA,Algeria,2007,5201.556583,1481715.154,238174100,0.00218393
DZA,Algeria,2008,7972.33696,2319964.053,238174100,0.003347273
DZA,Algeria,2009,10467.27357,3130000.691,238174100,0.004394799
DZA,Algeria,2010,2605.623817,762486.2871,238174100,0.001094
DZA,Algeria,2011,8344.084462,2529014.979,238174100,0.003503355
DZA,Algeria,2012,10912.73321,3402631.422,238174100,0.00458183
DZA,Algeria,2013,6926.52927,2132132.433,238174100,0.002908179
DZA,Algeria,2014,9523.348572,2954333.694,238174100,0.003998482
DZA,Algeria,2015,5706.8457,1795327.419,238174100,0.002396082
DZA,Algeria,2016,8011.483779,2611226.087,238174100,0.003363709
DZA,Algeria,2017,45978.5551,15310045.51,238174100,0.019304599
DZA,Algeria,2018,5763.909736,1891245.583,238174100,0.002420041
DZA,Algeria,2019,6291.288202,2049883.737,238174100,0.002641466
DZA,Algeria,2020,13072.6666,4384503.224,238174100,0.005488702
AND,Andorra,2001,1.654212948,593.7030611,47000,0.003519602
AND,Andorra,2002,1.255022224,512.5847466,47000,0.00267026
AND,Andorra,2003,0.342063642,121.5370453,47000,0.000727795
AND,Andorra,2004,22.58937449,8135.160994,47000,0.048062499
AND,Andorra,2005,2.396157698,902.0477084,47000,0.005098208
AND,Andorra,2006,6.624548271,2691.40947,47000,0.014094784
AND,Andorra,2007,2.169059292,989.7011917,47000,0.00461502
AND,Andorra,2008,5.247863487,2696.305749,47000,0.011165667
AND,Andorra,2009,2.853299605,1248.492463,47000,0.00607085
AND,Andorra,2010,1.083722139,598.5049924,47000,0.002305792
AND,Andorra,2011,0.913257606,455.0807582,47000,0.001943101
AND,Andorra,2012,7.697719637,3924.696968,47000,0.016378127
AND,Andorra,2013,3.364186641,1892.437386,47000,0.007157844
AND,Andorra,2014,1.368260455,696.584971,47000,0.002911192
AND,Andorra,2015,2.167783333,1051.134146,47000,0.004612305
AND,Andorra,2016,0.627510829,314.2011033,47000,0.001335129
AND,Andorra,2017,3.422160395,1932.340924,47000,0.007281192
AND,Andorra,2018,14.88821363,8662.622387,47000,0.03167705
AND,Andorra,2019,8.039982793,4016.86331,47000,0.017106346
AND,Andorra,2020,27.49449199,16658.81487,47000,0.058498919
AGO,Angola,2001,101220.6215,36876624.22,124670000,0.081190841
AGO,Angola,2002,61034.22727,20104089.98,124670000,0.048956627
AGO,Angola,2003,52461.54547,16307946.51,124670000,0.042080328
AGO,Angola,2004,71273.87691,21267358.21,124670000,0.05717003
AGO,Angola,2005,93434.73684,27285796.43,124670000,0.074945646
AGO,Angola,2006,76940.42603,22510099.93,124670000,0.061715269
AGO,Angola,2007,145286.7126,47800894.02,124670000,0.116537028
AGO,Angola,2008,103582.0364,31111861.6,124670000,0.083084973
AGO,Angola,2009,165947.6504,52398675.97,124670000,0.133109529
AGO,Angola,2010,159806.0913,52559227.83,124670000,0.128183277
AGO,Angola,2011,182927.9155,56678414.55,124670000,0.146729699
AGO,Angola,2012,180754.8207,58163650.03,124670000,0.144986621
AGO,Angola,2013,168841.2542,56471337.28,124670000,0.13543054
AGO,Angola,2014,212662.0767,72792179.55,124670000,0.170579993
AGO,Angola,2015,161718.9696,57101868.37,124670000,0.12971763
AGO,Angola,2016,229710.4874,80988091.9,124670000,0.184254823
AGO,Angola,2017,280456.3211,96123857.87,124670000,0.224958948
AGO,Angola,2018,242552.4974,88823804.26,124670000,0.194555625
AGO,Angola,2019,175098.3702,62923932.4,124670000,0.140449483
AGO,Angola,2020,248028.4318,85912847.06,124670000,0.198947968
AIA,Anguilla,2001,3.878460708,626.700335,,#DIV/0!
AIA,Anguilla,2002,0.146329651,27.13500557,,#DIV/0!
AIA,Anguilla,2003,1.097745085,172.0987448,,#DIV/0!
AIA,Anguilla,2004,8.853995905,1585.401943,,#DIV/0!
AIA,Anguilla,2005,3.658662923,682.2922849,,#DIV/0!
AIA,Anguilla,2006,1.317156598,243.7396196,,#DIV/0!
AIA,Anguilla,2007,8.63554887,1665.85033,,#DIV/0!
AIA,Anguilla,2008,10.39065127,2148.412129,,#DIV/0!
AIA,Anguilla,2009,1.90246758,388.0550849,,#DIV/0!
AIA,Anguilla,2010,0.439017861,91.975254,,#DIV/0!
AIA,Anguilla,2011,1.024562784,203.2453287,,#DIV/0!
AIA,Anguilla,2012,1.902614159,411.1214642,,#DIV/0!
AIA,Anguilla,2013,1.317167961,300.1784017,,#DIV/0!
AIA,Anguilla,2014,0.36583298,95.84784921,,#DIV/0!
AIA,Anguilla,2016,0,9.452844222,,#DIV/0!
AIA,Anguilla,2017,1.170810984,280.2151887,,#DIV/0!
AIA,Anguilla,2018,0.219474815,84.7813811,,#DIV/0!
AIA,Anguilla,2020,0.146329856,45.30981982,,#DIV/0!
ATG,Antigua and Barbuda,2001,24.07418944,6749.782437,44000,0.054714067
ATG,Antigua and Barbuda,2002,17.65604165,5010.571687,44000,0.040127367
ATG,Antigua and Barbuda,2003,17.07802261,5213.47703,44000,0.038813688
ATG,Antigua and Barbuda,2004,25.46325975,7927.32786,44000,0.057871045
ATG,Antigua and Barbuda,2005,61.16559982,21348.03345,44000,0.139012727
ATG,Antigua and Barbuda,2006,61.152116,18335.55314,44000,0.138982082
ATG,Antigua and Barbuda,2007,37.15782874,10416.72482,44000,0.084449611
ATG,Antigua and Barbuda,2008,45.69564378,14293.48177,44000,0.103853736
ATG,Antigua and Barbuda,2009,61.53009482,21558.67898,44000,0.139841125
ATG,Antigua and Barbuda,2010,19.13647801,6422.071071,44000,0.043491995
ATG,Antigua and Barbuda,2011,25.83647597,8606.242381,44000,0.058719264
ATG,Antigua and Barbuda,2012,33.34539067,10103.72587,44000,0.075784979
ATG,Antigua and Barbuda,2013,21.34523198,6137.016064,44000,0.048511891
ATG,Antigua and Barbuda,2014,24.87565216,7034.654884,44000,0.056535573
ATG,Antigua and Barbuda,2015,8.907470701,2588.479772,44000,0.020244252
ATG,Antigua and Barbuda,2016,14.42539974,4119.751267,44000,0.032784999
ATG,Antigua and Barbuda,2017,71.8984098,20198.42588,44000,0.163405477
ATG,Antigua and Barbuda,2018,162.814606,49598.86332,44000,0.370033195
ATG,Antigua and Barbuda,2019,23.41031011,6646.975343,44000,0.05320525
ATG,Antigua and Barbuda,2020,15.23599394,5340.870392,44000,0.034627259
ARG,Argentina,2001,147805.9504,31607823.4,273669000,0.054009022
ARG,Argentina,2002,105001.8622,24858209.04,273669000,0.038368197
ARG,Argentina,2003,249155.0069,48155579.47,273669000,0.091042466
ARG,Argentina,2004,433429.6897,84850833.06,273669000,0.158377343
ARG,Argentina,2005,367249.3478,77867958.79,273669000,0.13419472
ARG,Argentina,2006,316447.2284,71325564.22,273669000,0.115631375
ARG,Argentina,2007,425345.2678,84789955.57,273669000,0.155423255
ARG,Argentina,2008,592753.2272,129455569.7,273669000,0.216594948
ARG,Argentina,2009,309857.9992,68577210.52,273669000,0.113223638
ARG,Argentina,2010,413230.8224,93372357.02,273669000,0.150996577
ARG,Argentina,2011,499187.1777,108749518.9,273669000,0.182405452
ARG,Argentina,2012,478177.9106,113533431.1,273669000,0.174728563
ARG,Argentina,2013,376776.5933,98100778.75,273669000,0.137676022
ARG,Argentina,2014,241102.8077,63388760.94,273669000,0.088100153
ARG,Argentina,2015,180233.1055,54028947.97,273669000,0.065858064
ARG,Argentina,2016,230189.4211,63434997.52,273669000,0.084112348
ARG,Argentina,2017,233919.6778,67355245.07,273669000,0.085475402
ARG,Argentina,2018,172958.0946,48786878.95,273669000,0.063199739
ARG,Argentina,2019,145444.2708,45785280.87,273669000,0.053146053
ARG,Argentina,2020,197379.0249,59946691.33,273669000,0.072123267
ARM,Armenia,2001,131.8406123,39565.19914,2847000,0.004630861
ARM,Armenia,2002,172.5385912,52829.13069,2847000,0.006060365
ARM,Armenia,2003,395.8166949,135200.0817,2847000,0.01390294
ARM,Armenia,2004,83.20474395,24074.72186,2847000,0.002922541
ARM,Armenia,2005,104.0145776,31408.64853,2847000,0.00365348
ARM,Armenia,2006,129.7490667,40143.97366,2847000,0.004557396
ARM,Armenia,2007,54.53641566,16982.25542,2847000,0.001915575
ARM,Armenia,2008,113.0315331,31158.87543,2847000,0.003970198
ARM,Armenia,2009,202.7335175,57718.41437,2847000,0.007120952
ARM,Armenia,2010,162.1726243,56180.6765,2847000,0.005696264
ARM,Armenia,2011,173.9885745,58788.07927,2847000,0.006111295
ARM,Armenia,2012,197.6781764,61899.72647,2847000,0.006943385
ARM,Armenia,2013,41.84126219,12968.91625,2847000,0.001469661
ARM,Armenia,2014,38.12758191,13580.84203,2847000,0.00133922
ARM,Armenia,2015,1.990115394,739.6531516,2847000,6.99022E-05
ARM,Armenia,2016,30.04757964,11480.20704,2847000,0.001055412
ARM,Armenia,2017,41.74731802,10272.55031,2847000,0.001466362
ARM,Armenia,2018,5.902521853,2004.928346,2847000,0.000207324
ARM,Armenia,2019,0.706427594,251.0596413,2847000,2.48131E-05
ARM,Armenia,2020,18.54296916,7056.118006,2847000,0.000651316
ABW,Aruba,2002,0.526107732,34.35976432,18000,0.002922821
ABW,Aruba,2003,0.9770576,79.40695103,18000,0.005428098
ABW,Aruba,2006,0.225486961,41.78953686,18000,0.001252705
ABW,Aruba,2009,0.375797838,55.19332645,18000,0.002087766
ABW,Aruba,2012,0.150324923,34.92646572,18000,0.000835138
ABW,Aruba,2018,0.300630886,58.20997734,18000,0.001670172
AUS,Australia,2001,218816.3021,32424288.62,769202000,0.028447183
AUS,Australia,2002,312150.1627,38246836.49,769202000,0.040581039
AUS,Australia,2003,373846.6091,56637558.24,769202000,0.048601877
AUS,Australia,2004,124768.677,36403157.08,769202000,0.016220535
AUS,Australia,2005,177023.6081,40284130.51,769202000,0.02301393
AUS,Australia,2006,186303.9394,44610258.79,769202000,0.024220418
AUS,Australia,2007,372716.7841,77007327.58,769202000,0.048454994
AUS,Australia,2008,205724.854,48975730.66,769202000,0.026745231
AUS,Australia,2009,203711.0919,59485047.49,769202000,0.026483432
AUS,Australia,2010,290725.4987,49722787.82,769202000,0.037795728
AUS,Australia,2011,121315.7073,44141536.32,769202000,0.015771632
AUS,Australia,2012,139802.7577,45161208.48,769202000,0.018175038
AUS,Australia,2013,260094.1396,78210719.93,769202000,0.033813503
AUS,Australia,2014,281737.5241,92535699.01,769202000,0.036627248
AUS,Australia,2015,261575.0042,77931776.49,769202000,0.034006022
AUS,Australia,2016,430902.9031,145356400.3,769202000,0.056019473
AUS,Australia,2017,236876.4576,102052739.6,769202000,0.030795091
AUS,Australia,2018,250750.6987,92083101.92,769202000,0.03259881
AUS,Australia,2019,1661547.603,410081207.6,769202000,0.216009267
AUS,Australia,2020,2356516.288,680935491.1,769202000,0.306358575
AUT,Austria,2001,6926.269008,2785494.757,8252000,0.083934428
AUT,Austria,2002,10902.14988,4488056.237,8252000,0.132115243
AUT,Austria,2003,14475.69483,5776683.68,8252000,0.175420441
AUT,Austria,2004,14599.40477,6300071.224,8252000,0.176919592
AUT,Austria,2005,21657.14561,9934268.583,8252000,0.262447232
AUT,Austria,2006,12583.53339,6026788.321,8252000,0.15249071
AUT,Austria,2007,31669.68993,15359863.84,8252000,0.383781991
AUT,Austria,2008,26895.74319,13346972.16,8252000,0.325929995
AUT,Austria,2009,15887.11456,7724911.803,8252000,0.192524413
AUT,Austria,2010,16712.86378,7975788.104,8252000,0.202531069
AUT,Austria,2011,18089.76136,9258465.442,8252000,0.219216691
AUT,Austria,2012,11158.42923,5666239.495,8252000,0.135220907
AUT,Austria,2013,7645.341813,3822202.36,8252000,0.09264835
AUT,Austria,2014,9869.568611,4935387.522,8252000,0.11960214
AUT,Austria,2015,7937.704884,4165296.191,8252000,0.096191286
AUT,Austria,2016,17210.29319,9263059.827,8252000,0.208559055
AUT,Austria,2017,18405.68973,9943826.506,8252000,0.223045198
AUT,Austria,2018,26310.09294,14850060.83,8252000,0.318832925
AUT,Austria,2019,33642.4308,18513150.38,8252000,0.407688206
AUT,Austria,2020,25936.51507,14739410.83,8252000,0.314305805
AZE,Azerbaijan,2001,553.2993561,153323.7068,8265400,0.006694163
AZE,Azerbaijan,2002,1154.205943,282654.072,8265400,0.013964308
AZE,Azerbaijan,2003,1039.341551,308618.5718,8265400,0.012574607
AZE,Azerbaijan,2004,584.955793,148842.2841,8265400,0.007077163
AZE,Azerbaijan,2005,246.2652588,63862.23344,8265400,0.002979472
AZE,Azerbaijan,2006,525.2014627,145935.736,8265400,0.006354217
AZE,Azerbaijan,2007,507.5572253,137588.2867,8265400,0.006140746
AZE,Azerbaijan,2008,472.3169241,129445.3583,8265400,0.005714387
AZE,Azerbaijan,2009,371.8340475,109422.8428,8265400,0.004498682
AZE,Azerbaijan,2010,549.6000884,161590.2253,8265400,0.006649407
AZE,Azerbaijan,2011,147.4556886,42998.54372,8265400,0.001784012
AZE,Azerbaijan,2012,597.6319687,167651.8563,8265400,0.007230527
AZE,Azerbaijan,2013,149.0759937,48665.77375,8265400,0.001803615
AZE,Azerbaijan,2014,328.2460228,81105.54469,8265400,0.003971327
AZE,Azerbaijan,2015,26.74519296,9151.292705,8265400,0.00032358
AZE,Azerbaijan,2016,25.47520987,9932.038768,8265400,0.000308215
AZE,Azerbaijan,2017,80.10105221,34732.34381,8265400,0.000969113
AZE,Azerbaijan,2018,75.32863976,31859.13089,8265400,0.000911373
AZE,Azerbaijan,2019,11.94976343,4301.90062,8265400,0.000144576
AZE,Azerbaijan,2020,22.77496149,8555.693916,8265400,0.000275546
BHS,Bahamas,2001,432.9994197,80406.35149,1001000,0.043256685
BHS,Bahamas,2002,700.9761365,151820.093,1001000,0.070027586
BHS,Bahamas,2003,274.2308763,56111.85301,1001000,0.027395692
BHS,Bahamas,2004,588.0993715,128145.8332,1001000,0.058751186
BHS,Bahamas,2005,1450.090574,312292.7068,1001000,0.144864193
BHS,Bahamas,2006,1015.773944,221858.0277,1001000,0.101475919
BHS,Bahamas,2007,604.8076716,158963.701,1001000,0.060420347
BHS,Bahamas,2008,1949.235761,584314.2613,1001000,0.194728847
BHS,Bahamas,2009,823.9719624,216471.1841,1001000,0.082314881
BHS,Bahamas,2010,400.6439928,104343.9423,1001000,0.040024375
BHS,Bahamas,2011,624.7938525,171842.0145,1001000,0.062416968
BHS,Bahamas,2012,370.5939726,108614.3499,1001000,0.037022375
BHS,Bahamas,2013,1572.70768,524668.2315,1001000,0.157113654
BHS,Bahamas,2014,902.3064921,293534.3247,1001000,0.090140509
BHS,Bahamas,2015,1089.013112,348558.5638,1001000,0.108792519
BHS,Bahamas,2016,3136.084655,819824.5707,1001000,0.31329517
BHS,Bahamas,2017,3703.936227,1346123.723,1001000,0.370023599
BHS,Bahamas,2018,913.7490764,320540.6791,1001000,0.091283624
BHS,Bahamas,2019,1557.773563,471511.6478,1001000,0.155621735
BHS,Bahamas,2020,2696.178497,914768.1442,1001000,0.269348501
BGD,Bangladesh,2001,4586.997203,2332145.635,13017000,0.035238513
BGD,Bangladesh,2002,3995.287574,1962980.42,13017000,0.030692845
BGD,Bangladesh,2003,2159.457158,1055090.147,13017000,0.016589515
BGD,Bangladesh,2004,4282.539726,2042425.819,13017000,0.032899591
BGD,Bangladesh,2005,3293.032456,1683104.444,13017000,0.025297937
BGD,Bangladesh,2006,6862.821263,3449845.527,13017000,0.052721989
BGD,Bangladesh,2007,3995.102624,1961961.797,13017000,0.030691424
BGD,Bangladesh,2008,4480.089873,2170417.956,13017000,0.034417223
BGD,Bangladesh,2009,5624.91051,2770689.132,13017000,0.043212034
BGD,Bangladesh,2010,4667.802143,2296430.083,13017000,0.035859277
BGD,Bangladesh,2011,4181.292614,2146217.002,13017000,0.032121784
BGD,Bangladesh,2012,5359.457806,2867448.882,13017000,0.041172757
BGD,Bangladesh,2013,6021.926532,3004317.093,13017000,0.046262015
BGD,Bangladesh,2014,12060.76315,6029855.788,13017000,0.092653938
BGD,Bangladesh,2015,12603.76175,6466749.73,13017000,0.096825396
BGD,Bangladesh,2016,21196.22802,11346616.01,13017000,0.16283497
BGD,Bangladesh,2017,28376.54723,15527766.78,13017000,0.217996061
BGD,Bangladesh,2018,19342.87285,10434806.99,13017000,0.14859701
BGD,Bangladesh,2019,22078.75979,12113327.07,13017000,0.16961481
BGD,Bangladesh,2020,21475.16881,11580661.04,13017000,0.164977866
BRB,Barbados,2001,12.36746156,3457.852084,43000,0.028761539
BRB,Barbados,2002,11.39198156,3359.313249,43000,0.02649298
BRB,Barbados,2003,2.997849387,879.2225351,43000,0.006971743
BRB,Barbados,2004,8.319537711,2888.875548,43000,0.019347762
BRB,Barbados,2005,9.518267798,2676.724311,43000,0.022135507
BRB,Barbados,2006,4.122334598,1215.161585,43000,0.009586825
BRB,Barbados,2007,31.6282371,10897.53554,43000,0.07355404
BRB,Barbados,2008,13.71672659,4909.407171,43000,0.031899364
BRB,Barbados,2009,13.26493628,4142.80552,43000,0.030848689
BRB,Barbados,2010,17.46198449,5710.081195,43000,0.040609266
BRB,Barbados,2011,18.13697373,6935.8866,43000,0.042179009
BRB,Barbados,2012,116.543738,46708.005,43000,0.271031949
BRB,Barbados,2013,5.32159267,1940.431293,43000,0.012375797
BRB,Barbados,2014,2.173549317,714.2417139,43000,0.005054766
BRB,Barbados,2015,1.948700425,833.1465213,43000,0.004531861
BRB,Barbados,2016,14.31625899,4696.036963,43000,0.033293626
BRB,Barbados,2017,15.81409675,6094.794624,43000,0.036776969
BRB,Barbados,2018,22.63424415,8718.883015,43000,0.052637777
BRB,Barbados,2019,53.66338849,23210.74946,43000,0.124798578
BRB,Barbados,2020,22.10970874,7956.784185,43000,0.051417927
BLR,Belarus,2001,18358.96428,5020576.055,20298000,0.090447159
BLR,Belarus,2002,25383.4157,6914718.2,20298000,0.125053777
BLR,Belarus,2003,32119.38156,8614391.164,20298000,0.158239145
BLR,Belarus,2004,38596.68301,11559013.86,20298000,0.190150177
BLR,Belarus,2005,36192.43595,11164340.88,20298000,0.178305429
BLR,Belarus,2006,42269.35271,13150796.93,20298000,0.208243929
BLR,Belarus,2007,32656.75023,10392880.69,20298000,0.160886542
BLR,Belarus,2008,35896.4819,11690067.34,20298000,0.176847384
BLR,Belarus,2009,35542.67515,11969864.48,20298000,0.175104321
BLR,Belarus,2010,35754.09729,12318349.7,20298000,0.176145912
BLR,Belarus,2011,45367.01353,16089509.22,20298000,0.223504845
BLR,Belarus,2012,39591.09205,14289877.43,20298000,0.195049227
BLR,Belarus,2013,28084.69737,10091775.42,20298000,0.138361895
BLR,Belarus,2014,33626.20475,12287083,20298000,0.16566265
BLR,Belarus,2015,33899.29608,12285412.05,20298000,0.16700806
BLR,Belarus,2016,90486.83569,33218813.91,20298000,0.445791879
BLR,Belarus,2017,78767.08866,29968206.51,20298000,0.388053447
BLR,Belarus,2018,87446.57021,33737715.87,20298000,0.430813727
BLR,Belarus,2019,75048.52508,29456888.62,20298000,0.369733595
BLR,Belarus,2020,68932.12499,27892903.27,20298000,0.339600576
BEL,Belgium,2001,971.4881953,420925.7127,3028000,0.032083494
BEL,Belgium,2002,2348.390596,1104861.697,3028000,0.077555832
BEL,Belgium,2003,1889.777513,904251.0736,3028000,0.06241009
BEL,Belgium,2004,4793.340651,2306596.446,3028000,0.15830055
BEL,Belgium,2005,3027.934669,1471875.763,3028000,0.099997842
BEL,Belgium,2006,6916.084249,3461916.973,3028000,0.228404368
BEL,Belgium,2007,5985.142534,3047218.333,3028000,0.197659925
BEL,Belgium,2008,7213.544886,3661795.012,3028000,0.238228035
BEL,Belgium,2009,5176.362959,2686136.863,3028000,0.1709499
BEL,Belgium,2010,10909.02127,5702575.07,3028000,0.360271508
BEL,Belgium,2011,5016.268619,2698506.316,3028000,0.165662768
BEL,Belgium,2012,5635.167607,3105720.154,3028000,0.186101969
BEL,Belgium,2013,3314.949506,1837028.589,3028000,0.109476536
BEL,Belgium,2014,4239.266549,2346153.464,3028000,0.140002198
BEL,Belgium,2015,3420.273924,1900342.931,3028000,0.112954885
BEL,Belgium,2016,4512.342534,2500968.884,3028000,0.149020559
BEL,Belgium,2017,4137.322686,2290847.582,3028000,0.136635492
BEL,Belgium,2018,4630.608123,2614732.142,3028000,0.152926292
BEL,Belgium,2019,5577.118213,3146644.659,3028000,0.184184882
BEL,Belgium,2020,5408.631203,3132144.576,3028000,0.178620581
BLZ,Belize,2001,8211.629493,3485685.453,2281000,0.360001293
BLZ,Belize,2002,13473.73051,5996744.47,2281000,0.590694016
BLZ,Belize,2003,6843.896175,2982566.932,2281000,0.300039289
BLZ,Belize,2004,4312.112329,1762248.114,2281000,0.189044819
BLZ,Belize,2005,8103.846463,3542834.7,2281000,0.35527604
BLZ,Belize,2006,4269.440493,1900722.33,2281000,0.187174068
BLZ,Belize,2007,12263.52953,5631321.202,2281000,0.537638296
BLZ,Belize,2008,8216.09473,3681993.792,2281000,0.360197051
BLZ,Belize,2009,10264.12716,4525529.859,2281000,0.449983654
BLZ,Belize,2010,9765.615118,4407553.27,2281000,0.428128677
BLZ,Belize,2011,26368.89338,13023551.65,2281000,1.156023384
BLZ,Belize,2012,11527.52562,5228970.663,2281000,0.505371575
BLZ,Belize,2013,16372.71043,7809926.24,2281000,0.717786516
BLZ,Belize,2014,16464.7138,7657724.409,2281000,0.721819982
BLZ,Belize,2015,12268.79692,5720897.866,2281000,0.537869221
BLZ,Belize,2016,20510.70581,10153322.42,2281000,0.899197975
BLZ,Belize,2017,16366.2743,7980077.502,2281000,0.717504353
BLZ,Belize,2018,11162.85609,5269189.874,2281000,0.489384309
BLZ,Belize,2019,18372.56244,8632613.991,2281000,0.80546087
BLZ,Belize,2020,26511.78449,13532776.91,2281000,1.16228779
BEN,Benin,2001,3749.331105,1104927.968,11276000,0.033250542
BEN,Benin,2002,3480.187346,986649.3165,11276000,0.030863669
BEN,Benin,2003,3475.926415,1011673.418,11276000,0.030825882
BEN,Benin,2004,683.6076116,191363.8267,11276000,0.006062501
BEN,Benin,2005,1591.086602,510517.2496,11276000,0.014110381
BEN,Benin,2006,1794.804498,537422.8557,11276000,0.015917032
BEN,Benin,2007,4659.699062,1530587.866,11276000,0.041324043
BEN,Benin,2008,481.5517399,165314.7143,11276000,0.00427059
BEN,Benin,2009,4929.158829,1583115.386,11276000,0.043713718
BEN,Benin,2010,529.2388362,175906.2509,11276000,0.004693498
BEN,Benin,2011,654.6675256,255708.8617,11276000,0.005805849
BEN,Benin,2012,2865.411755,1167658.004,11276000,0.025411598
BEN,Benin,2013,1312.903123,497453.1921,11276000,0.011643341
BEN,Benin,2014,1358.271982,572510.5669,11276000,0.01204569
BEN,Benin,2015,598.3973629,263372.1255,11276000,0.005306823
BEN,Benin,2016,2015.977818,952425.2755,11276000,0.017878484
BEN,Benin,2017,2238.446401,976391.2016,11276000,0.019851423
BEN,Benin,2018,1825.970808,818401.1318,11276000,0.016193427
BEN,Benin,2019,774.9856745,357092.9987,11276000,0.006872878
BEN,Benin,2020,1605.561421,751794.1405,11276000,0.01423875
BMU,Bermuda,2001,0.195819794,64.06545188,5400,0.003626292
BMU,Bermuda,2002,0.717959402,209.1503646,5400,0.013295544
BMU,Bermuda,2003,0.130570243,26.76527056,5400,0.002417967
BMU,Bermuda,2004,0.652759236,188.8699303,5400,0.012088134
BMU,Bermuda,2005,0.326339101,94.12538275,5400,0.006043317
BMU,Bermuda,2006,0.065301982,24.88532616,5400,0.001209296
BMU,Bermuda,2008,0.195896768,70.71047535,5400,0.003627718
BMU,Bermuda,2009,0.457064113,170.3076717,5400,0.00846415
BMU,Bermuda,2010,0.914107481,291.1093796,5400,0.016927916
BMU,Bermuda,2011,0.130451297,45.03865261,5400,0.002415765
BMU,Bermuda,2012,0.587705303,162.680323,5400,0.010883432
BMU,Bermuda,2013,1.436534731,520.6958299,5400,0.026602495
BMU,Bermuda,2014,0.848838596,272.7605546,5400,0.015719233
BTN,Bhutan,2001,297.6596315,172240.0737,3814000,0.007804395
BTN,Bhutan,2002,223.9348815,131389.832,3814000,0.005871392
BTN,Bhutan,2003,543.6007673,279603.9744,3814000,0.014252773
BTN,Bhutan,2004,1013.177804,618097.5936,3814000,0.026564704
BTN,Bhutan,2005,770.0022306,482374.4678,3814000,0.020188837
BTN,Bhutan,2006,622.8728831,391374.1745,3814000,0.016331224
BTN,Bhutan,2007,508.2207291,307476.1294,3814000,0.013325137
BTN,Bhutan,2008,775.3336951,459381.8779,3814000,0.020328623
BTN,Bhutan,2009,1175.459352,721220.6195,3814000,0.030819595
BTN,Bhutan,2010,4353.621654,2584815.05,3814000,0.114148444
BTN,Bhutan,2011,1090.993589,619021.7442,3814000,0.028604971
BTN,Bhutan,2012,766.2123954,450135.5719,3814000,0.02008947
