the_geom,the_geom_webmercator,objectid,serialnum,description,recycler,lat,lng,icon
0101000020E6100000BA223C8B3AC952C0433150A161F94340,0101000020110F0000F32D8D78F5E85FC1850703C38F885241,245,171978,Sw 2nd/Chestnut,yes,39.94829194,-75.14419824,trash
0101000020E610000031FE670B48C952C0327742ECE2F84340,0101000020110F00001DCD34670CE95FC1483AD26403885241,246,171979,Se 2nd & Spruce St,no,39.94442514,-75.14502225,trash
0101000020E61000004C3E8A7F8DC952C05585B36184F84340,0101000020110F0000ED7C8D6082E95FC144143CAA9A875241,247,171980,4th & South (Jim's Steaks),no,39.94153997,-75.14926136,trash
0101000020E61000003BBAC87B25C952C071C5AE6229F94340,0101000020110F0000CA36A1B2D1E85FC12F47C57351885241,248,171981,Sw Front/Walnut,no,39.94657548,-75.14291281,trash
0101000020E6100000D6B4276C65CA52C044CBC8FE69FA4340,0101000020110F000085217225F1EA5FC1296D89A7B4895241,249,171982,"Broad & Race, NE (Church)",no,39.95635972,-75.16244034,trash
0101000020E61000002FD1FFF70BCB52C0806DC5BC4DFA4340,0101000020110F000076B1B70A0CEC5FC107437B5895895241,250,171983,Se 20th/Arch,no,39.95549736,-75.17260551,trash
0101000020E610000022C74E5839C952C025B3F2976FF84340,0101000020110F0000B16C346FF3E85FC1646F2BA383875241,251,171984,Sw Front/South,yes,39.94090556,-75.14412506,trash
0101000020E61000007773880DABCA52C06773C99C13FA4340,0101000020110F000086D9A46B67EB5FC1329640F254895241,252,171985,Sw 16th/JFK Boulevard,no,39.95372352,-75.16669024,trash
0101000020E6100000CEE5940A14CB52C0973BD18329FA4340,0101000020110F0000E5FF03C119EC5FC198287E366D895241,253,171986,Ne 20th/JFK Boulevard,no,39.95439193,-75.17309823,trash
0101000020E610000021FD6D8D89CA52C096A3553006FA4340,0101000020110F000097F544842EEB5FC15A34E81246895241,254,171987,"22nd & Croskey, NW",no,39.95331387,-75.16464554,trash
0101000020E6100000DE24CAACC8CA52C03F74CB9312FA4340,0101000020110F0000428291BC99EB5FC10BB2A8CC53895241,255,171988,Sw 17th/JFK,no,39.95369193,-75.16849823,trash
0101000020E61000000BC6E4F2E7CA52C0446B583BD1F94340,0101000020110F000036E1BDDBCEEB5FC162B8F2660B895241,256,171991,Nw 18th/Chestnut,yes,39.95169775,-75.17040703,trash
0101000020E6100000E76647A803CB52C0DC43950AD1F94340,0101000020110F0000230592ECFDEB5FC10FA4EC300B895241,257,171992,Sw 19th/Chestnut,yes,39.95169194,-75.17209823,trash
0101000020E6100000B43FA37BC0CA52C0C1BF741FEEFA4340,0101000020110F0000D24458D28BEB5FC1C174880D478A5241,258,171993,Ne Franklin Town/Callowhill,yes,39.96039193,-75.16799823,trash
0101000020E6100000CD34A6F3CBCA52C06F56673FC0FA4340,0101000020110F0000CCB3744D9FEB5FC1A743C838148A5241,259,171994,Nw 18th/Vine,no,39.95899193,-75.16869823,trash
0101000020E6100000C4E9011571C952C043A6E8E97DF84340,0101000020110F0000D5F2061C52E95FC109DC0E8093875241,260,171995,Se 3rd/South,yes,39.94134258,-75.14752698,trash
0101000020E610000070B4E90355C952C07E3A54BA79F84340,0101000020110F0000B2C66B6F22E95FC1264109DD8E875241,261,171996,Nw 2nd/South,yes,39.94121484,-75.14581392,trash
0101000020E6100000D9DD208543CC52C0A2BF0502C9074440,0101000020110F0000F4273A3E1DEE5FC1ABC2282B88985241,262,171997,7236 Germantown Avenue (WaWa Market),no,40.06082177,-75.1916211,trash
0101000020E6100000B572E0D83CCD52C053BC2C44FBF74340,0101000020110F000072A614C0C4EF5FC19BD43BC802875241,263,171998,4910 Botanic Ave,yes,39.93735554,-75.20683882,trash
0101000020E61000009D4452C3E9CA52C04EF61039B8FA4340,0101000020110F0000AF719EF0D1EB5FC1DF518B540B8A5241,264,171999,Sw 19th/Parkway,yes,39.95874704,-75.17051776,trash
0101000020E6100000208F4CD3F7C952C0FB5D476962F94340,0101000020110F00006C710DFC36EA5FC16BE48AA090885241,265,172001,Ne 9th/Walnut,yes,39.94831577,-75.15575106,trash
0101000020E6100000FE46E65BDEC952C049FDD82356F94340,0101000020110F00008F4432BA0BEA5FC1CA89550883885241,266,172003,Se 8th/Walnut,yes,39.94794129,-75.15419672,trash
0101000020E61000005604DE3F72C952C09BF4CACE82F84340,0101000020110F000068A9AB1754E95FC1EC45EBEB98875241,267,172004,Nw 3rd/South,yes,39.94149194,-75.14759823,trash
0101000020E6100000FF8E250FFBC952C08D545ED04BFA4340,0101000020110F0000C12C3C7A3CEA5FC10A2FEB3693895241,268,172005,Nw 10th/Race,no,39.95543866,-75.15594844,trash
0101000020E61000001A60DDA046CA52C0B1F6CD0DBAFB4340,0101000020110F00006145E2D6BCEA5FC15C18E806298B5241,269,172006,Sw Broad/Ridge,no,39.96661542,-75.16056081,trash
0101000020E61000001BB93A361ACB52C00DDFF8CFF0FA4340,0101000020110F0000AACF343C24EC5FC1C7E66F084A8A5241,270,172007,20th Ben Franklin Pkwy,no,39.96047401,-75.17347484,trash
0101000020E61000009B31765AA1CA52C000A6BF9A71FA4340,0101000020110F0000DCBEE5F156EB5FC10614D615BD895241,271,172008,Nw 16th/Race,no,39.95659193,-75.16609823,trash
0101000020E6100000AC8BEAEDB9CA52C05180823A8CF94340,0101000020110F000014E690B080EB5FC1930863F4BE885241,272,172009,Sw 16th/Walnut,no,39.94959194,-75.16759823,trash
0101000020E6100000F559932387CA52C0768E1CC43CFB4340,0101000020110F00001A37C86A2AEB5FC1F120B8319E8A5241,273,172011,Ne 16th/Spring Garden,no,39.96279193,-75.16449823,trash
0101000020E6100000E130587BBFC952C0304D023493F84340,0101000020110F00003DA48347D7E95FC1720A5615AB875241,274,172016,"6th & South, SE",no,39.94199228,-75.15231212,trash
0101000020E61000007ED3BA4D37CB52C0EDA81ED3FEFA4340,0101000020110F00002A0089A655EC5FC1829B288F598A5241,275,172017,Sw 22nd/Parkway,no,39.96090163,-75.17525047,trash
0101000020E610000033636BAD48CB52C0B7BEA2DD5CFA4340,0101000020110F0000FA37622973EC5FC183A07A1BA6895241,276,172018,Sw 22nd/Arch,no,39.95595904,-75.17631088,trash
0101000020E6100000DA7A9D3F61CA52C0CB6E546079F94340,0101000020110F0000B3566C0EEAEA5FC168CEA611AA885241,277,172019,Sw 13th/Walnut,no,39.94901661,-75.16218558,trash
0101000020E610000034E6D7392ECA52C018C9FBAF6BF94340,0101000020110F0000217DB06393EA5FC13D255AE79A885241,278,172020,Sw 11th/Walnut,no,39.94859886,-75.15907141,trash
0101000020E61000006BA537693DCA52C0264A6371A6F94340,0101000020110F00009B0CC92EADEA5FC1E40D2EFFDB885241,279,172022,Ne 12th/Chestnut,no,39.95039193,-75.15999823,trash
0101000020E6100000D32DF00FB7C952C07B01E48EDEF84340,0101000020110F0000D8F856FAC8E95FC1057F058FFE875241,280,172023,6th/Panama/West Side,no,39.94429194,-75.15179823,trash
0101000020E6100000180662F9DDCA52C00EA716D425FB4340,0101000020110F0000BDC558EABDEB5FC153EE15C7848A5241,281,172024,Nw 19th/Hamilton,no,39.96209193,-75.16979823,trash
0101000020E61000001E4E780493C952C06E98912344F94340,0101000020110F0000246D8EC08BE95FC1AA0820176F885241,282,172025,Sw 5th/Walnut,no,39.94739194,-75.14959823,trash
0101000020E61000005D3777412ECB52C04C811DC43CFB4340,0101000020110F0000E4A3204846EC5FC1052EB9319E8A5241,283,172026,Sw 22nd/Pennsylvania,no,39.96279193,-75.17469823,trash
0101000020E6100000873D51ECFDC852C069E437C892F94340,0101000020110F000089BD1B808EE85FC1D3971037C6885241,284,172027,Se Penns Landing/Columbus Blvd,no,39.94979193,-75.14049824,trash
0101000020E61000005DD2ACC546C952C02ED7F09E19FA4340,0101000020110F0000C04CEB3D0AE95FC158C96C9A5B895241,285,172028,Sw 3rd/Race,no,39.95390689,-75.14494459,trash
0101000020E6100000B572E0D83CCD52C053BC2C44FBF74340,0101000020110F000072A614C0C4EF5FC19BD43BC802875241,286,172029,4910 Botanic Ave - Repair shop /Under repair,no,39.93735554,-75.20683882,trash
0101000020E6100000809B010770C952C0D5B2107AA4F84340,0101000020110F00006027675150E95FC1AB96DA37BE875241,287,172030,Nw 3rd/Lombard,no,39.94251943,-75.14746261,trash
0101000020E61000003C63EC221ECA52C0530509F1EDF84340,0101000020110F0000C3134A0F78EA5FC130EEA1990F885241,288,172031,Ne 10th/Pine,no,39.9447614,-75.15808938,trash
0101000020E6100000B9D073D713C952C0D52391D0D3F94340,0101000020110F000004972FBBB3E85FC1B4FD83430E895241,289,172032,Nw Front/Arch,no,39.95177657,-75.14183604,trash
0101000020E6100000B5E34D420CCA52C02C95C67115FB4340,0101000020110F000046F470B159EA5FC11FF1849F728A5241,290,172033,Se Ridge/Spring Garden,no,39.96159193,-75.15699823,trash
0101000020E610000001CFA33E25C952C09C567441EBF94340,0101000020110F0000FD27C54AD1E85FC13432F03B28895241,291,172035,Se 2nd/Elfreths Alley,no,39.95249193,-75.14289824,trash
0101000020E61000008D64780493C952C0302FABCA2CFA4340,0101000020110F00003F938EC08BE95FC1F6A2E4D770895241,292,172036,Sw 6th/Race,no,39.95449193,-75.14959823,trash
0101000020E61000000DB421F9B2C952C0EBE5E42DFAF94340,0101000020110F00003BC53B08C2E95FC1122BAAC438895241,293,172037,"7th & Arch, W (Not at Location-Unknown)",no,39.95294737,-75.15154866,trash
0101000020E6100000AF1B79A775CA52C0E21C461058F94340,0101000020110F0000A6EAABB70CEB5FC1F2FBDC2985885241,294,172038,SW Juniper/ Locust,no,39.94799999,-75.16343104,trash
0101000020E6100000BDC1C14223CB52C0287CAC3889004440,0101000020110F0000A4B20F9B33EC5FC1C7C2A3B57D905241,295,172039,Sw 27th/Alleghney,yes,40.00418766,-75.17402715,trash
0101000020E61000000AB252A1A4CA52C00B56D77340FA4340,0101000020110F00007DAFC9825CEB5FC1190765A086895241,296,172041,Nw 16th/Parkway,no,39.95509193,-75.16629823,trash
0101000020E610000095500EA7B6CA52C0676E5E818FF94340,0101000020110F00003C6BAD1F7BEB5FC1D101BB95C2885241,297,172044,Ne 16th/Walnut,yes,39.94969194,-75.16739823,trash
0101000020E6100000F797EC7631CA52C0762201181DFA4340,0101000020110F0000C675F7E398EA5FC1D16073735F895241,298,172045,Ne 12th/Arch,yes,39.95401287,-75.15926908,trash
0101000020E6100000FD32F355DCCA52C0A01D900147FA4340,0101000020110F0000EBD3E521BBEB5FC1E59A3CE38D895241,299,172046,Sw 18th/Parkway,yes,39.95529193,-75.16969823,trash
0101000020E6100000FC65C8DEAEC952C07352C4A3FBF94340,0101000020110F0000603A1C10BBE95FC158C7E2623A895241,300,172047,Ne 7th/Arch,yes,39.95299193,-75.15129823,trash
0101000020E61000002B986E7D7BCA52C0866557D9E5F94340,0101000020110F000015A64FA116EB5FC1A5D2763E22895241,301,172048,"17th & Cherry, N",yes,39.95232693,-75.16378723,trash
0101000020E61000009850974AD2CA52C0A52713B77FFA4340,0101000020110F0000F0952F12AAEB5FC1B0C83AB8CC895241,302,172049,Ne 18th/Race,yes,39.95702256,-75.16908517,trash
0101000020E6100000CB120B8C16CA52C0FD89EB2212FA4340,0101000020110F00009BA81C2B6BEA5FC1CEFE994F53895241,303,172051,Se 11th/Arch,yes,39.95367848,-75.15762616,trash
0101000020E6100000B06C3BC8D5CA52C093E9FA2C3DFA4340,0101000020110F0000FC082000B0EB5FC12CB9F9FE82895241,304,172052,Nw 17th/Parkway,no,39.95499193,-75.16929823,trash
0101000020E610000052953AD9F2CC52C0A7D839E04CFB4340,0101000020110F0000696F630E47EF5FC179CE940BB08A5241,305,172053,Nw 40th/Lancaster,no,39.96328357,-75.2023223,trash
0101000020E6100000382452D38AC952C0EB6DC9CE82F84340,0101000020110F0000C96D56D67DE95FC12495E9EB98875241,306,172056,Se 4th/South,no,39.94149194,-75.14909823,trash
0101000020E6100000DEC516284CCA52C01C9227F84DF94340,0101000020110F0000B0DBC83AC6EA5FC10E7714FB79885241,307,172058,Sw 12th/Locust,no,39.94769194,-75.16089823,trash
0101000020E6100000B916183F17CA52C08933A26416FA4340,0101000020110F000015713F5B6CEA5FC1C843EE0658895241,308,172059,NE 11th/Arch,no,39.95380838,-75.15766885,trash
0101000020E6100000FFA62686C8CA52C021750C2FF5F84340,0101000020110F000098D0EF7A99EB5FC196F67C9F17885241,309,172062,Se 16th and Lombard,no,39.94498242,-75.16848902,trash
0101000020E6100000110C2D192BCB52C01613BE5A5AFA4340,0101000020110F00007F832AEB40EC5FC1A5862C53A3895241,310,172063,Ne 21/Arch,no,39.9558824,-75.17450551,trash
0101000020E61000009C05099E2CCB52C0A9728C332DF94340,0101000020110F000024C4AE7F43EC5FC168B3F5AD55885241,311,172065,Se 20th/Pine,no,39.94669194,-75.17459823,trash
0101000020E61000009191813623CB52C042866FB5BCFA4340,0101000020110F00000D91408633EC5FC1395AF44C108A5241,312,172067,Se 21st / Winter,no,39.95888393,-75.17402423,trash
0101000020E61000008FFEDB9E52CB52C009DDD3769DFA4340,0101000020110F000036C6110D84EC5FC137666EAEED895241,313,172069,Se 23rd/Race,no,39.95793043,-75.17691776,trash
0101000020E610000010D19CB82CC952C02ECDC7FFD7F94340,0101000020110F0000F868D8FDDDE85FC122A350E612895241,314,172070,Sw 2nd/Arch,no,39.95190427,-75.14335456,trash
0101000020E61000003F6C8C45ABCA52C0D0D48AEA11F94340,0101000020110F00001EBCCACA67EB5FC1AC5DE37337885241,315,172071,Ne 15th/Pine,no,39.94585926,-75.16670359,trash
0101000020E6100000C5CF0B2FABCA52C0BA921FE639FA4340,0101000020110F0000C7C191A467EB5FC1EAF78F5D7F895241,316,172072,Sw 16th/Parkway,no,39.95489193,-75.16669823,trash
0101000020E61000000697A37BC0CA52C069DBFB2C3DFA4340,0101000020110F000025D958D28BEB5FC11FC5FAFE82895241,317,172073,Ne 17th/Arch,no,39.95499193,-75.16799823,trash
0101000020E6100000462BDAC766C952C0BA1B99FAE7F94340,0101000020110F000035B78D9C40E95FC14E428F9A24895241,318,172074,Sw 4th/Arch,no,39.95239193,-75.14689823,trash
0101000020E6100000B572E0D83CCD52C053BC2C44FBF74340,0101000020110F000072A614C0C4EF5FC19BD43BC802875241,319,172076,4910 Botanic Ave - Outdoor storage room,no,39.93735554,-75.20683882,trash
0101000020E6100000D2E36B2465C952C079BAC1BC6EF94340,0101000020110F00009BB21BD43DE95FC1DBEF54489E885241,320,172077,Bet/3rd/4th/Chestnut,no,39.94869194,-75.14679823,trash
0101000020E6100000BE8FFCD671CA52C0AACEC0D5E1F84340,0101000020110F00008DCD023D06EB5FC10E014C3002885241,321,172078,Sw 13th/Lombard,no,39.94439194,-75.16319823,trash
0101000020E6100000EABE0EA7B6CA52C054FC772878FA4340,0101000020110F0000A526AE1F7BEB5FC14A9AB758C4895241,322,172079,Sw 17th/Race,no,39.95679193,-75.16739823,trash
0101000020E6100000246397AF8DCA52C0AA8C58A131FA4340,0101000020110F0000A3DCA98935EB5FC1E4CF473476895241,323,172081,Nw 15th/Arch (No Unit at this Location),no,39.9546396,-75.16489782,trash
0101000020E61000009CF2B1D3F9CA52C0A472E53AFBFA4340,0101000020110F00005749E639EDEB5FC14DD08193558A5241,324,172088,NE 20th/Callohill,yes,39.96079193,-75.17149823,trash
0101000020E6100000DD5F3C8B3AC952C0D59FE0A751F84340,0101000020110F0000CC958D78F5E85FC19EB48B7962875241,325,172100,Se Front/Bainbridge,no,39.93999194,-75.14419824,trash
0101000020E61000008B15809809CB52C08926F0FE8FFA4340,0101000020110F0000ECC6D10208EC5FC183F62DC2DE895241,326,172103,Nw 20th/Race,yes,39.9575194,-75.17246068,trash
0101000020E61000002BFC71735CCB52C079BD342194F94340,0101000020110F0000406BBEBF94EC5FC17D1644B5C7885241,327,172104,Ne 22nd/Locust,yes,39.94983306,-75.17751776,trash
0101000020E610000061A5347584CA52C027256A845BF94340,0101000020110F000090E6E9DC25EB5FC166A159FD88885241,1,171237,Se Broad/Locust,yes,39.94810538,-75.16433458,trash
0101000020E6100000FDB31A2291CA52C0F3E6D067E7F84340,0101000020110F00001E59B3643BEB5FC12081105C08885241,2,171610,Se Broad/Lombard,yes,39.94456194,-75.16510823,trash
0101000020E6100000911E74E295CA52C0E54631F1EEF84340,0101000020110F0000DFCFCA7643EB5FC14C7B66B510885241,3,171611,Nw Broad/Lombard,yes,39.94479194,-75.16539823,trash
0101000020E61000001B4724A799CA52C041080BDDCCF84340,0101000020110F0000017E69DD49EB5FC1DFFDF7F4EA875241,4,171612,Nw Broad/South,yes,39.94375194,-75.16562823,trash
0101000020E610000026917D6B7FCA52C043703C40B8F94340,0101000020110F000086E4334E1DEB5FC19266D9B9EF885241,5,171613,Nw Broad/Chestnut,yes,39.95093539,-75.16402709,trash
0101000020E61000000E89B70B9DCA52C0731AE4C8AAF84340,0101000020110F0000C745C6A04FEB5FC1D959AE34C5875241,6,171614,Sw Broad/Bainbridge,yes,39.94271194,-75.16583531,trash
0101000020E61000009F0E3AC8D5CA52C0337E6A264DFB4340,0101000020110F00005CB61D00B0EB5FC1A8A25B59B08A5241,7,171615,Se 19th/Spring Garden,yes,39.96329193,-75.16929823,trash
0101000020E6100000202659A876CA52C06A7DCA6BCCF94340,0101000020110F000095F6FF6B0EEB5FC1DCD5821206895241,8,171616,Se Broad/Penn,no,39.95155094,-75.16349229,trash
0101000020E61000003BD9123CA8CA52C03B4FC5FB51F84340,0101000020110F0000322E2CA262EB5FC125A579D662875241,9,171617,Sw Broad/Christian,yes,39.94000194,-75.16651823,trash
0101000020E61000006701FAF584CA52C05D58E94187F94340,0101000020110F000086E1A4B726EB5FC189558572B9885241,10,171618,Nw Broad/Walnut,yes,39.94944023,-75.16436529,trash
0101000020E61000005DCFF5718DCA52C0E83E701139F94340,0101000020110F00002A0FFA2035EB5FC1F92566D362885241,11,171619,Nw Broad/Spruce,yes,39.94705408,-75.16488313,trash
0101000020E6100000D32DC83B8FCA52C0B31D466105F94340,0101000020110F0000AD13A22A38EB5FC14B98A79029885241,12,171620,Se Broad/Pine,yes,39.94547668,-75.16499228,trash
0101000020E6100000D2EDC9003DCA52C08C36394ADAF94340,0101000020110F0000F323677DACEA5FC13C86097015895241,13,171621,Nw 12th/Market,no,39.95197418,-75.15997333,trash
0101000020E6100000CFF09D5DBDCA52C0FF98897647FB4340,0101000020110F0000F386D38686EB5FC165941E0CAA8A5241,14,171622,Se 18th/Spring Garden,yes,39.96311838,-75.16780796,trash
0101000020E610000038B54A126ECA52C0CCBFFE173DFB4340,0101000020110F0000403E61D6FFEA5FC1DA3CAB8E9E8A5241,15,171623,Ne 15th/ Spring Garden,yes,39.96280193,-75.16296823,trash
0101000020E610000029D359AEA1CA52C06D60E9B44EF84340,0101000020110F00001944648057EB5FC1BC5C43355F875241,16,171624,Se Broad/Christian,yes,39.93990194,-75.16611823,trash
0101000020E6100000D04AFD58ABCA52C089F7AF7935F84340,0101000020110F0000C572D0EB67EB5FC184A65D4243875241,17,171625,Nw Broad/Carpenter,yes,39.93913194,-75.16670823,trash
0101000020E6100000A9A87CAB98CA52C009BC5979A9F84340,0101000020110F00001B7EF33148EB5FC1581EFCC0C3875241,18,171626,Se Broad/Bainbridge,yes,39.94267194,-75.16556823,trash
0101000020E6100000E31B1E56A2CA52C09E26F80A40FB4340,0101000020110F0000943F5C9D58EB5FC1C4A73DD3A18A5241,19,171627,Sw 17th/ Spring Garden,yes,39.96289193,-75.16615823,trash
0101000020E610000078E5E53F82CA52C0387288519FF94340,0101000020110F0000A08AAE1C22EB5FC1BFE4921AD4885241,20,171628,Nw Broad/Sansom,yes,39.95017451,-75.1641998,trash
0101000020E6100000A7106F3FBCC952C082430974B9F94340,0101000020110F00007B8439C9D1E95FC10D6ADB0EF1885241,21,171629,Nw 7th/ Market,yes,39.95097208,-75.15211473,trash
0101000020E6100000233517F3A8CA52C0CC6E8AC614FA4340,0101000020110F00007DA00BD963EB5FC1B0BA243C56895241,22,171640,"16th & JFK, NE",no,39.95375902,-75.16656186,trash
0101000020E6100000DFF5AE5BEECA52C04CD5FFFA56FB4340,0101000020110F000062CDC9BED9EB5FC13F50F53DBB8A5241,23,171641,Sw 20th/Spring Garden,yes,39.96359193,-75.17079823,trash
0101000020E6100000877BA06495CA52C07EC16FFBC5F84340,0101000020110F0000F81A10A142EB5FC1C4EF8355E3875241,24,171642,Se Broad/South,yes,39.94354194,-75.16536823,trash
0101000020E6100000013FCB56BAC952C097B2D38CB3F94340,0101000020110F0000A979388BCEE95FC168ED9B84EA885241,25,171643,Se 7th/Market,yes,39.95079193,-75.15199823,trash
0101000020E6100000CD169CCFA3CA52C0AA8766CD6FF84340,0101000020110F00000795911E5BEB5FC1605A61DE83875241,26,171644,Nw Broad/Catharine,yes,39.94091194,-75.16624823,trash
0101000020E6100000299D4CB18DCA52C0F237CB9312FA4340,0101000020110F00000A89908C35EB5FC13A6FA8CC53895241,133,171828,Sw 15th/JFK Boulevard,yes,39.95369193,-75.16489823,trash
0101000020E61000007C39528766CA52C07D4CF144DFF94340,0101000020110F000016926E06F3EA5FC11C1C4EF41A895241,134,171829,Ne Juniper/Market (Macy's),no,39.95212614,-75.16250785,trash
0101000020E61000004E46550820CA52C0488B2BAF50FA4340,0101000020110F00000B7ECE477BEA5FC1F19D539C98895241,135,171830,Race/ Marvine,no,39.95558729,-75.15820511,trash
0101000020E610000088C573E295CA52C0794630CFF1F94340,0101000020110F0000A338CA7643EB5FC1962EB97E2F895241,136,171831,Nw 15th/Market,yes,39.95269194,-75.16539823,trash
0101000020E6100000139D1FBA28CA52C0B3A892169EF94340,0101000020110F00007B1A890C8AEA5FC1DE34A3BDD2885241,137,171832,Sw 11th/Chestnut,yes,39.95013697,-75.15873578,trash
0101000020E6100000009E8441BEC952C0672AC04A87F94340,0101000020110F000084CA7232D5E95FC1A53A507CB9885241,138,171833,Ne 7th/Chestnut,yes,39.94944128,-75.1522373,trash
0101000020E61000005DC925AA3FCA52C0EC686385A3F94340,0101000020110F0000B268C202B1EA5FC199EA7CC2D8885241,139,171834,Se 12th/Chestnut,yes,39.95030277,-75.16013578,trash
0101000020E6100000CBC23FB7D8C952C04747F63F8AF94340,0101000020110F000091EB4F2402EA5FC12B4C33C3BC885241,140,171835,Se 8th/Chestnut,yes,39.94953155,-75.15385228,trash
0101000020E6100000E9450428C1C952C0B6F2A8DF83F94340,0101000020110F0000CD36A81FDAE95FC12B65D5B2B5885241,141,171836,Sw 7th/Chestnut,yes,39.94933697,-75.15241433,trash
0101000020E6100000C0744952F5C952C052DA39C892F94340,0101000020110F0000809A3ABB32EA5FC1E0C31237C6885241,142,171837,Sw 9th/Chestnut,yes,39.94979194,-75.15559823,trash
0101000020E6100000D432E6AADAC952C08C21F6848EF94340,0101000020110F000081AB047505EA5FC160C1187EC1885241,143,171838,Nw 8th/Chestnut,yes,39.94966185,-75.15397141,trash
0101000020E610000085A831842ACA52C0D9ACA6DB6FF94340,0101000020110F0000DB479D168DEA5FC161002B869F885241,144,171839,Ne 11th/Walnut,yes,39.94872614,-75.15884499,trash
0101000020E61000007A15882114CA52C0FCF0104C66F94340,0101000020110F000096F3811067EA5FC1B60C9DEE94885241,145,171841,Sw 10th/Walnut,yes,39.94843436,-75.1574787,trash
0101000020E610000093B87D0D1DC952C0035197135BF94340,0101000020110F0000B6498D60C3E85FC1E90A5C8088885241,146,171842,Se Front/Chestnut,no,39.94809194,-75.14239824,trash
0101000020E6100000821A6CC421C952C058FD25D52DF94340,0101000020110F00004B5EA562CBE85FC1DCA5FB6056885241,147,171843,Ne Front/Walnut,yes,39.9467112,-75.14268599,trash
0101000020E61000007B5AFB4359C952C06F7343556EF94340,0101000020110F000008979DA729E95FC18C3BADD59D885241,148,171844,Nw 3rd/Chestnut,yes,39.9486796,-75.14607334,trash
0101000020E61000004623648A5CCA52C0858A33D87BF94340,0101000020110F00008D9D3A0FE2EA5FC132B7ACCDAC885241,149,171845,Ne 13th/Walnut,yes,39.94909194,-75.16189823,trash
0101000020E6100000DF5CA7107AC952C00361D3783FF94340,0101000020110F00009330355E61E95FC17AFB8DEB69885241,150,171846,Sw 4th/Walnut,yes,39.94724951,-75.14807526,trash
0101000020E610000012E6C5095DC952C07F55BB6437F94340,0101000020110F0000CAEE1B1030E95FC1EBAE77F860885241,151,171847,Se 3rd/Walnut,yes,39.94700297,-75.1463036,trash
0101000020E6100000608D181E3DC952C05950453733F94340,0101000020110F00003B75B1D7F9E85FC1E2D1B1575C885241,152,171848,Ne 2nd/Walnut,yes,39.94687549,-75.14435532,trash
0101000020E61000006B73EF5573C952C011A8497476F94340,0101000020110F0000D848FFEF55E95FC1ABDCEDD4A6885241,153,171849,Ne 4th/Chestnut,yes,39.94892744,-75.14766453,trash
0101000020E6100000C2A4EDDE2BCA52C0AD72CA6C6EF94340,0101000020110F000088D793638FEA5FC154D0BDEF9D885241,154,171850,"11th & Walnut, NE",no,39.9486824,-75.15892766,trash
0101000020E6100000D25C927F70C952C07166A63475F94340,0101000020110F0000DC0B321E51E95FC1B42ED172A5885241,155,171852,Ne 4th/Chestnut,yes,39.94888933,-75.14749135,trash
0101000020E6100000C1AF7880D8C952C077BBA0078EF94340,0101000020110F0000375144C701EA5FC18B6B3EF3C0885241,156,171854,Ne 8th/Chestnut,no,39.94964691,-75.15383922,trash
0101000020E6100000736A6D0BF2C952C091685D818FF94340,0101000020110F00008772572A2DEA5FC1B9DFB995C2885241,157,171855,Se 9th/Chestnut,no,39.94969194,-75.15539823,trash
0101000020E6100000EA95D12D5ECA52C07845B5A1D0FA4340,0101000020110F0000AC38ABD7E4EA5FC1B7A52960268A5241,158,171856,Sw Broad/Callowhill,no,39.95949193,-75.16199823,trash
0101000020E61000000CDAADCA6FCB52C0441A8153FFF84340,0101000020110F0000B8AAE999B5EC5FC16BFDD2DB22885241,159,171858,Sw 22nd/South,yes,39.94529194,-75.17869822,trash
0101000020E61000003E191B95E5CA52C0195A3FF6DAF84340,0101000020110F0000900CC0D6CAEB5FC1E70F2793FA875241,160,171860,Se 17th/South,yes,39.94418219,-75.1702626,trash
0101000020E610000087D4382098CA52C04D8C3FE7BAF94340,0101000020110F00002946654547EB5FC1F3551EAAF2885241,161,171861,SW 15th and Chestnut,no,39.95101634,-75.16553503,trash
0101000020E6100000B858DA0A5ACA52C0636450FAB7F84340,0101000020110F00008EADE8D0DDEA5FC11FBD0BD2D3875241,162,171862,Se 12th/South,yes,39.94311456,-75.16174575,trash
0101000020E6100000DDD9BB3B1CCB52C0BA887A63E8F84340,0101000020110F0000A2563DAB27EC5FC14333DA7209885241,163,171863,Sw 19th/South,yes,39.94459194,-75.17359823,trash
0101000020E6100000AA70CE0B61CB52C09FAAC2BC6EF94340,0101000020110F0000C05FE98D9CEC5FC1E6F955489E885241,164,171865,Se 22nd/Spruce,yes,39.94869194,-75.17779823,trash
0101000020E61000001923D9A772CA52C07B0BA78CC2F84340,0101000020110F00001E8FC89F07EB5FC14B1E0788DF875241,165,171866,Ne 13th/South,yes,39.94343718,-75.16324803,trash
0101000020E61000004A71EED813CB52C00049079B0CFA4340,0101000020110F00003303AE6C19EC5FC1E676E42E4D895241,166,171867,Se 20th/Market,yes,39.95350969,-75.17308639,trash
0101000020E61000001EB49FFD28CA52C09BC9A976B0F84340,0101000020110F00004013317F8AEA5FC180E41A7FCB875241,167,171871,Nw 10th/South,no,39.94288524,-75.15875187,trash
0101000020E61000009D49151ECECA52C03C5F2A94D5F84340,0101000020110F00007CB837FBA2EB5FC138BC8B9CF4875241,168,171872,Nw 16th/South,no,39.94401791,-75.16883041,trash
